new_TaxonID,Order_linked_to_NCBI
Aspergillus_terreus,Eurotiales
Verticillium_longisporum,Glomerellales
Cladosporium_sphaerospermum,Capnodiales
Pyricularia_oryzae,Magnaporthales
Rachicladosporium_sp._CCFEE_5018,Capnodiales
Erysiphe_pisi,Erysiphales
Neocosmospora_phaseoli_NRRL_54364,Hypocreales
Monilinia_fructigena,Helotiales
Colletotrichum_godetiae,Glomerellales
Neocosmospora_phaseoli_NRRL_31757,Hypocreales
Aspergillus_parasiticus,Eurotiales
Neocosmospora_phaseoli_NRRL_34551,Hypocreales
Pseudogymnoascus_sp._VKM_F-3775,no_rank
Drechslerella_stenobrocha,Orbiliales
Cetradonia_linearis,Lecanorales
Cryomyces_antarcticus,no_rank
Pleosporales_sp._UM_1110_2012,Pleosporales
Magnaporthiopsis_poae,Magnaporthales
Madurella_mycetomatis,Sordariales
Cordyceps_confragosa,Hypocreales
Fusarium_circinatum,Hypocreales
Colletotrichum_acutatum,Glomerellales
Morchella_eximia,Pezizales
Lanzia_echinophila,Helotiales
Rutstroemia_sydowiana,Helotiales
Hymenoscyphus_salicellus,Helotiales
Colletotrichum_musae,Glomerellales
Pseudogymnoascus_sp._VKM_F-3557,no_rank
Neurospora_pannonica,Sordariales
Macrophomina_phaseolina,Botryosphaeriales
Clarireedia_homoeocarpa,Helotiales
Neocosmospora_phaseoli_NRRL_31157,Hypocreales
Pseudogymnoascus_sp._24MN13,no_rank
Cordyceps_sp._RAO-2017,Hypocreales
Chaetomium_cochliodes,Sordariales
Cladosporium_cladosporioides,Capnodiales
Emmonsia_sp._CAC-2015a,Onygenales
Pseudogymnoascus_sp._VKM_F-4246,no_rank
Neurospora_terricola,Sordariales
Magnaporthe_grisea,Magnaporthales
Pseudogymnoascus_sp._VKM_F-3808,no_rank
Neocosmospora_phaseoli_NRRL_31096,Hypocreales
Ramalina_peruviana,Lecanorales
Pseudogymnoascus_sp._VKM_F-4514_FW-929,no_rank
Gaeumannomyces_sp._JS-464,Magnaporthales
Trichoderma_longibrachiatum,Hypocreales
Pseudogymnoascus_sp._VKM_F-4513_FW-928,no_rank
Colletotrichum_sp._JS-367,Glomerellales
Morchella_septimelata,Pezizales
Cordyceps_farinosa,Hypocreales
Rutstroemia_sp._NJR-2017a_BVV2,Helotiales
Cladonia_uncialis,Lecanorales
Trichophyton_equinum,Onygenales
Pseudogymnoascus_sp._VKM_F-4281_FW-2241,no_rank
Penicillium_carneum,Eurotiales
Tuber_magnatum,Pezizales
Sporothrix_pallida,Ophiostomatales
Aspergillus_sclerotiorum,Eurotiales
Leptographium_procerum,Ophiostomatales
Chaetomium_globosum,Sordariales
Xylaria_longipes,Xylariales
Huntiella_omanensis,Microascales
Coniochaeta_hoffmannii,Coniochaetales
Ceratocystiopsis_brevicomis,Ophiostomatales
Cercospora_canescens,Capnodiales
Stagonosporopsis_tanaceti,Pleosporales
Pseudogymnoascus_sp._VKM_F-4520_FW-2644,no_rank
Juglanconis_juglandina,Diaporthales
Lasallia_pustulata,Umbilicariales
Phialophora_attae,Chaetothyriales
Neocosmospora_phaseoli_NRRL_31156,Hypocreales
Ilyonectria_mors-panacis,Hypocreales
Ascosphaera_apis,Onygenales
Cordyceps_militaris,Hypocreales
Hypoxylon_pulicicidum,Xylariales
Elaphomyces_granulatus,Eurotiales
Tuber_calosporum,Pezizales
Pseudogymnoascus_sp._04NY16,no_rank
Pseudogymnoascus_sp._VKM_F-4515_FW-2607,no_rank
Tuber_umbilicatum,Pezizales
Pseudogymnoascus_sp._VKM_F-4517_FW-2822,no_rank
Neurospora_sublineolata,Sordariales
Rutstroemia_sp._NJR-2017a_WRK4,Helotiales
Ophiognomonia_clavigignenti-juglandacearum,Diaporthales
Curvularia_papendorfii,Pleosporales
Colletotrichum_falcatum,Glomerellales
Xylaria_polymorpha,Xylariales
Pseudogymnoascus_sp._VKM_F-4518_FW-2643,no_rank
Kretzschmaria_deusta,Xylariales
Monascus_purpureus,Eurotiales
Talaromyces_marneffei,Eurotiales
Erysiphe_pulchra,Erysiphales
Pseudocercospora_musae,Capnodiales
Trichophyton_tonsurans,Onygenales
Ophiocordyceps_camponoti-rufipedis,Hypocreales
Cordyceps_pruinosa,Hypocreales
Ceratocystiopsis_minuta,Ophiostomatales
Trichoderma_pleuroti,Hypocreales
Ramularia_endophylla,Capnodiales
Tolypocladium_sp._Sup5_PDA-1,Hypocreales
Sporothrix_insectorum,Ophiostomatales
Colletotrichum_graminicola,Glomerellales
Knoxdaviesia_proteae,Microascales
Ophiocordyceps_sinensis,Hypocreales
Pseudogymnoascus_sp._VKM_F-4519_FW-2642,no_rank
Glonium_stellatum,no_rank
Magnaporthe_sp._MG03,Magnaporthales
Histoplasma_capsulatum,Onygenales
Scedosporium_aurantiacum,Microascales
Diplodia_scrobiculata,Botryosphaeriales
Escovopsis_sp._Ae720,Hypocreales
Tuber_melanosporum,Pezizales
Clohesyomyces_aquaticus,Pleosporales
Phyllosticta_citricarpa,Botryosphaeriales
Epichloë_brachyelytri,Hypocreales
Epichloë_gansuensis_var._inebrians,Hypocreales
Aciculosporium_take,Hypocreales
Uncinocarpus_reesii,Onygenales
Juglanconis_sp._DMW523,Diaporthales
Blastomyces_sp._MA-2018,Onygenales
Arthonia_radiata,Arthoniales
Hirsutella_minnesotensis,Hypocreales
Paramyrothecium_roridum,Hypocreales
Pseudogymnoascus_sp._BL549,no_rank
Pseudogymnoascus_sp._VKM_F-103,no_rank
Epichloë_sylvatica,Hypocreales
Cryphonectria_radicalis,Diaporthales
Pseudogymnoascus_sp._VKM_F-4516_FW-969,no_rank
Isaria_cicadae,Hypocreales
Fusarium_udum,Hypocreales
Penicillium_paneum,Eurotiales
Aspergillus_nomiae,Eurotiales
Cladonia_macilenta,Lecanorales
Sphaeropsis_sapinea,Botryosphaeriales
Phyllosticta_capitalensis,Botryosphaeriales
Tuber_borchii,Pezizales
Aspergillus_novofumigatus,Eurotiales
Ramalina_intermedia,Lecanorales
Leptoxyphium_fumago,Capnodiales
Penicillium_griseofulvum,Eurotiales
Claviceps_paspali,Hypocreales
Rutstroemia_sp._NJR-2017a_BBW,Helotiales
Pseudogymnoascus_sp._BL308,no_rank
Cladonia_metacorallifera,Lecanorales
Verruconis_gallopava,Venturiales
Trichophyton_interdigitale,Onygenales
Rhytidhysteron_rufulum,Hysteriales
Zymoseptoria_passerinii,Capnodiales
Chrysoporthe_austroafricana,Diaporthales
Xeromyces_bisporus,Eurotiales
Fulvia_fulva,Capnodiales
Pseudocercospora_pini-densiflorae,Capnodiales
Blumeria_graminis,Erysiphales
Trichoderma_citrinoviride,Hypocreales
Chrysoporthe_deuterocubensis,Diaporthales
Aspergillus_hancockii,Eurotiales
Botrytis_paeoniae,Helotiales
Daldinia_eschscholtzii,Xylariales
Colletotrichum_sansevieriae,Glomerellales
Cylindrocladium_naviculatum,Hypocreales
Pyronema_omphalodes,Pezizales
Aspergillus_arachidicola,Eurotiales
Blastomyces_percursus,Onygenales
Beauveria_pseudobassiana,Hypocreales
Hypocrella_siamensis,Hypocreales
Arthroderma_gypseum,Onygenales
Periglandula_ipomoeae,Hypocreales
Talaromyces_emersonii,Eurotiales
Aspergillus_turcosus,Eurotiales
Neocosmospora_solani,Hypocreales
Evernia_prunastri,Lecanorales
Umbilicaria_hispanica,Umbilicariales
Penicillium_sp._CF05,Eurotiales
Huntiella_savannae,Microascales
Xylaria_sp._MSU_SB201401,Xylariales
Ophiocordyceps_unilateralis,Hypocreales
Magnaporthe_sp._MG05,Magnaporthales
Gyalolechia_flavorubescens,Teloschistales
Trichoderma_virens,Hypocreales
Microsporum_canis,Onygenales
Fusarium_culmorum,Hypocreales
Endocarpon_pusillum,Verrucariales
Eutypa_lata,Xylariales
Articulospora_tetracladia,Helotiales
Helminthosporium_solani,Pleosporales
Aspergillus_rambellii,Eurotiales
Ciborinia_camelliae,Helotiales
Triangularia_anserina,Sordariales
Huntiella_moniliformis,Microascales
Dactylellina_haptotyla,Orbiliales
Trichophyton_mentagrophytes,Onygenales
Scedosporium_boydii,Microascales
Aspergillus_sp._MA_6037,Eurotiales
Scytalidium_lignicola,no_rank
Juglanconis_oblonga,Diaporthales
Nothophaeocryptopus_gaeumannii,Capnodiales
Ochroconis_constricta,Venturiales
Mycosphaerella_sp._PB-2012b,Capnodiales
Mycosphaerella_sp._Ston1,Capnodiales
Erysiphe_necator,Erysiphales
Bretziella_fagacearum,Microascales
Huntiella_decipiens,Microascales
Paracoccidioides_lutzii,Onygenales
Epichloë_amarillans,Hypocreales
Rhinocladiella_mackenziei,Chaetothyriales
Microcyclospora_tardicrescens,Capnodiales
Byssoonygena_ceratinophila,Onygenales
Magnaporthe_sp._MG07,Magnaporthales
Thielaviopsis_musarum,Microascales
Neurospora_africana,Sordariales
Monilinia_laxa,Helotiales
Exophiala_dermatitidis,Chaetothyriales
Aquanectria_penicillioides,Hypocreales
Tolypocladium_paradoxum,Hypocreales
Scedosporium_prolificans,Microascales
Acidomyces_richmondensis,Capnodiales
Venturia_effusa,Venturiales
Huntiella_bhutanensis,Microascales
Aspergillus_bombycis,Eurotiales
Fusarium_sp._FSSC_6,Hypocreales
Scedosporium_dehoogii,Microascales
Knufia_petricola,Chaetothyriales
Knoxdaviesia_capensis,Microascales
Aspergillus_persii,Eurotiales
Scedosporium_apiospermum,Microascales
Eurotiomycetes_sp._MA_6039,no_rank
Pseudevernia_furfuracea,Lecanorales
Trichophyton_verrucosum,Onygenales
Neonectria_punicea,Hypocreales
Trichoderma_arundinaceum,Hypocreales
Aspergillus_ustus,Eurotiales
Cyphellophora_europaea,Chaetothyriales
Magnaporthe_sp._MG12,Magnaporthales
Verticillium_dahliae,Glomerellales
Exutisphaerella_laricina,Capnodiales
Dothistroma_pini,Capnodiales
Eurotiomycetes_sp._MA_6038,no_rank
Balansia_obtecta,Hypocreales
Umbilicaria_muehlenbergii,Umbilicariales
Xylaria_sp._JS573,Xylariales
Ceratocystis_platani,Microascales
Eurotiomycetes_sp.,no_rank
Ophiocordyceps_polyrhachis-furcata,Hypocreales
Stenocarpella_maydis,Diaporthales
Hawksworthiomyces_lignivorus,Ophiostomatales
Emmonsia_crescens,Onygenales
Pyricularia_pennisetigena,Magnaporthales
Ceratocystis_manginecans,Microascales
Ophidiomyces_ophiodiicola,Onygenales
Talaromyces_purpureogenus,Eurotiales
Aspergillus_pseudoterreus,Eurotiales
Trichoderma_brevicompactum,Hypocreales
Esteya_vermicola,Ophiostomatales
Ophiocordyceps_sp._camponoti-leonardi,Hypocreales
Parastagonospora_nodorum,Pleosporales
Hysterium_pulicare,Hysteriales
Davidsoniella_virescens,Microascales
Metarhizium_guizhouense,Hypocreales
Aspergillus_carbonarius,Eurotiales
Chlorociboria_aeruginascens,Helotiales
Neofusicoccum_parvum,Botryosphaeriales
Preussia_sp._BSL10,Pleosporales
Blastomyces_gilchristii,Onygenales
Ustilaginoidea_virens,Hypocreales
Magnaporthe_sp._MG08,Magnaporthales
Endoconidiophora_laricicola,Microascales
Hymenoscyphus_fraxineus,Helotiales
Escovopsis_sp._TC,Hypocreales
Arthrobotrys_oligosporus,Orbiliales
Tolypocladium_ophioglossoides,Hypocreales
Graphilbum_fragrans,Ophiostomatales
Talaromyces_cellulolyticus,Eurotiales
Epichloe_typhina,Hypocreales
Claviceps_fusiformis,Hypocreales
Ceratocystis_eucalypticola,Microascales
Ophiocordyceps_sp._camponoti-saundersi,Hypocreales
Fonsecaea_nubica,Chaetothyriales
Ceratocystis_harringtonii,Microascales
Thielaviopsis_thielavioides,Microascales
Nectria_sp._B-13,Hypocreales
Metarhizium_robertsii,Hypocreales
Cladosporium_sp._SL-16,Capnodiales
Byssochlamys_spectabilis,Eurotiales
Tolypocladium_capitatum,Hypocreales
Exophiala_spinifera,Chaetothyriales
Elsinoë_australis,Myriangiales
Exophiala_xenobiotica,Chaetothyriales
Venturia_pyrina,Venturiales
Escovopsis_sp._AC,Hypocreales
Cylindrocladium_leucothoës,Hypocreales
Periconia_macrospinosa,Pleosporales
Penicillium_occitanis,Eurotiales
Epichloë_baconii,Hypocreales
Pseudohalonectria_lignicola,Magnaporthales
Emergomyces_pasteurianus,Onygenales
Peltaster_fructicola,no_rank
Blastomyces_parvus,Onygenales
Leptosphaeria_maculans,Pleosporales
Cercospora_cf._sigesbeckiae,Capnodiales
Myriosclerotinia_duriaeana,Helotiales
Sphaerulina_populicola,Capnodiales
Fonsecaea_pedrosoi,Chaetothyriales
Endoconidiophora_polonica,Microascales
Herpotrichiellaceae_sp._UM238,Chaetothyriales
Ambrosiella_xylebori,Microascales
Metarhizium_majus,Hypocreales
Diaporthe_ampelina,Diaporthales
Aspergillus_sp._Z5,Eurotiales
Cephalotheca_purpurea,Ophiostomatales
Metarhizium_acridum,Hypocreales
Aspergillus_ellipticus,Eurotiales
Symbiotaphrina_buchneri,Symbiotaphrinales
Hymenoscyphus_scutula,Helotiales
Aspergillus_tanneri,Eurotiales
Epichloë_festucae,Hypocreales
Moelleriella_libera,Hypocreales
Didymobotryum_rigidum,no_rank
Diaporthe_aspalathi,Diaporthales
Cordyceps_fumosorosea,Hypocreales
Curvularia_lunata,Pleosporales
Beauveria_rudraprayagi,Hypocreales
Thielaviopsis_radicicola,Microascales
Cladophialophora_immunda,Chaetothyriales
Myriosclerotinia_scirpicola,Helotiales
Exophiala_oligosperma,Chaetothyriales
Epichloë_elymi,Hypocreales
Fusarium_fracticaudum,Hypocreales
Aspergillus_oryzae,Eurotiales
Phialocephala_subalpina,Helotiales
Pseudogymnoascus_sp._23342-1-I1,no_rank
Tolypocladium_inflatum,Hypocreales
Raffaelea_arxii,Ophiostomatales
Cordyceps_tenuipes,Hypocreales
Raffaelea_ambrosiae,Ophiostomatales
Aspergillus_heteromorphus,Eurotiales
Trichophyton_violaceum_CBS_452.61,Onygenales
Cairneyella_variabilis,Helotiales
Emergomyces_orientalis,Onygenales
Cenococcum_geophilum,no_rank
Exophiala_aquamarina,Chaetothyriales
Phaeomoniella_chlamydospora,Phaeomoniellales
Beauveria_bassiana,Hypocreales
Ceratocystis_cacaofunesta,Microascales
Sordaria_macrospora,Sordariales
Hypoxylon_sp._EC38,Xylariales
Cladophialophora_psammophila,Chaetothyriales
Alternaria_alternata,Pleosporales
Fonsecaea_erecta,Chaetothyriales
Ceratocystis_fimbriata,Microascales
Aureobasidium_sp._FSWF8-4,Dothideales
Phialophora_americana,Chaetothyriales
Fonsecaea_monophora,Chaetothyriales
Paracoccidioides_brasiliensis,Onygenales
Ophiostoma_penicillatum,Ophiostomatales
Phialophora_verrucosa,Chaetothyriales
Cladophialophora_bantiana,Chaetothyriales
Penicillium_sp._MA_6040,Eurotiales
Metarhizium_anisopliae,Hypocreales
Pezicula_radicicola,Helotiales
Phomopsis_longicolla,Diaporthales
Pseudogymnoascus_destructans,no_rank
Fusarium_langsethiae,Hypocreales
Thielaviopsis_euricoi,Microascales
Blastomyces_dermatitidis,Onygenales
Microcyclospora_pomicola,Capnodiales
Fusarium_sp._JS626,Hypocreales
Venturia_inaequalis,Venturiales
Grosmannia_clavigera,Ophiostomatales
Capronia_epimyces,Chaetothyriales
Exserohilum_turcicum,Pleosporales
Ceratocystis_albifundus,Microascales
Catunica_adiposa,Microascales
Talaromyces_adpressus,Eurotiales
Penicillium_capsulatum,Eurotiales
Neonectria_hederae,Hypocreales
Penicillium_freii,Eurotiales
Trichophyton_benhamiae,Onygenales
Raffaelea_lauricola,Ophiostomatales
Epichloë_aotearoae,Hypocreales
Penicillium_paxilli,Eurotiales
Sarocladium_oryzae,Hypocreales
Trichothecium_roseum,Hypocreales
Leptographium_lundbergii,Ophiostomatales
Penicillium_simplicissimum,Eurotiales
Gaeumannomyces_tritici,Magnaporthales
Neoscytalidium_dimidiatum,Botryosphaeriales
Byssochlamys_sp._BYSS01,Eurotiales
Cladophialophora_yegresii,Chaetothyriales
Plenodomus_biglobosus,Pleosporales
Raffaelea_quercus-mongolicae,Ophiostomatales
Exophiala_sideris,Chaetothyriales
Venturia_carpophila,Venturiales
Ophiocordyceps_australis,Hypocreales
Ilyonectria_destructans,Hypocreales
Talaromyces_wortmannii,Eurotiales
Oidiodendron_maius,no_rank
Aspergillus_flavus,Eurotiales
Penicillium_sclerotiorum,Eurotiales
Talaromyces_piceae,Eurotiales
Fusarium_algeriense,Hypocreales
Epichloë_bromicola,Hypocreales
Pseudonectria_foliicola,Hypocreales
Raffaelea_quercivora,Ophiostomatales
Thielaviopsis_ethacetica,Microascales
Graphium_calicioides,Chaetothyriales
Penicillium_roqueforti,Eurotiales
Sphaceloma_murrayae,Myriangiales
Chrysoporthe_cubensis,Diaporthales
Fonsecaea_multimorphosa,Chaetothyriales
Escovopsis_sp._Ae724,Hypocreales
Calonectria_pseudoreteaudii,Hypocreales
Pseudogymnoascus_pannorum,no_rank
Aspergillus_versicolor,Eurotiales
Byssochlamys_sp._AF001,Eurotiales
Aspergillus_udagawae,Eurotiales
Penicillium_pinophilum,Eurotiales
Aspergillus_fijiensis,Eurotiales
Aspergillus_westerdijkiae,Eurotiales
Aspergillus_candidus,Eurotiales
Aspergillus_campestris,Eurotiales
Penicillium_islandicum,Eurotiales
Pseudogymnoascus_sp._03VT05,no_rank
Spicellum_ovalisporum,Hypocreales
Pseudogymnoascus_sp._05NY08,no_rank
Penicillium_verrucosum,Eurotiales
Falciphora_oryzae,Magnaporthales
Lecanosticta_acicola,Capnodiales
Magnaporthiopsis_incrustans,Magnaporthales
Epichloe_glyceriae,Hypocreales
Chrysosporium_queenslandicum,Onygenales
Dematophora_necatrix,Xylariales
Hirsutella_thompsonii,Hypocreales
Trichoderma_parareesei,Hypocreales
Colletotrichum_lindemuthianum,Glomerellales
Exophiala_mesophila,Chaetothyriales
Ramularia_collo-cygni,Capnodiales
Zymoseptoria_ardabiliae,Capnodiales
Sphaerulina_musiva,Capnodiales
Marssonina_coronariae,Helotiales
Gamarada_debralockiae,Helotiales
Penicillium_italicum,Eurotiales
Pochonia_chlamydosporia,Hypocreales
Neonectria_ditissima,Hypocreales
Zasmidium_citri-griseum,Capnodiales
Aspergillus_violaceofuscus,Eurotiales
Penicillium_commune,Eurotiales
Lecanicillium_fungicola,Hypocreales
Aspergillus_sydowii,Eurotiales
Aspergillus_sclerotiicarbonarius,Eurotiales
Aspergillus_homomorphus,Eurotiales
Lecanicillium_psalliotae,Hypocreales
Penicillium_sp._HKF2,Eurotiales
Raffaelea_sp._RL272,Ophiostomatales
Aspergillus_glaucus,Eurotiales
Thermothielavioides_terrestris,Sordariales
Sarocladium_strictum,Hypocreales
Aspergillus_sclerotioniger,Eurotiales
Amauroascus_niger,Onygenales
Pseudomassariella_vexata,Xylariales
Escovopsis_sp._Ae733,Hypocreales
Onygena_corvina,Onygenales
Lepidopterella_palustris,Mytilinidiales
Cercospora_zeina,Capnodiales
Cladophialophora_carrionii,Chaetothyriales
Aspergillus_mulundensis,Eurotiales
Neocosmospora_euwallaceae,Hypocreales
Tolypocladium_sp._Salcha_MEA-2,Hypocreales
Aspergillus_sojae,Eurotiales
Penicillium_chrysogenum,Eurotiales
Aspergillus_aculeatinus,Eurotiales
Pseudogymnoascus_sp._WSF_3629,no_rank
Aspergillus_steynii,Eurotiales
Aspergillus_calidoustus,Eurotiales
Aspergillus_tubingensis,Eurotiales
Hymenoscyphus_herbarum,Helotiales
Raffaelea_albimanens,Ophiostomatales
Aspergillus_indologenus,Eurotiales
Aspergillus_japonicus_CBS_621.78,Eurotiales
Penicillium_sp._MA_6036,Eurotiales
Fusarium_beomiforme,Hypocreales
Metarhizium_album,Hypocreales
Penicillium_antarcticum,Eurotiales
Hyaloscypha_bicolor,Helotiales
Sporothrix_globosa,Ophiostomatales
Helicocarpus_griseus,Onygenales
Glarea_lozoyensis,Helotiales
Corinectria_fuckeliana,Hypocreales
Coccidioides_immitis,Onygenales
Monascus_ruber,Eurotiales
Nakataea_oryzae,Magnaporthales
Ramichloridium_luteum,Capnodiales
Mycosphaerella_arachidis,Capnodiales
Baudoinia_panamericana,Capnodiales
Fusarium_pininemorale,Hypocreales
Talaromyces_verruculosus,Eurotiales
Penicillium_rubens,Eurotiales
Memnoniella_echinata,Hypocreales
Neosartorya_fischeri,Eurotiales
Aspergillus_taichungensis,Eurotiales
Talaromyces_stipitatus,Eurotiales
Fusarium_sp._FIESC_12,Hypocreales
Ascocoryne_sarcoides,Helotiales
Trichophyton_violaceum_CMCCFT3l,Onygenales
Aspergillus_ibericus,Eurotiales
Claviceps_purpurea,Hypocreales
Aspergillus_lentulus,Eurotiales
Bipolaris_victoriae,Pleosporales
Coniella_lustricola,Diaporthales
Curvularia_geniculata,Pleosporales
Eurotium_rubrum,Eurotiales
Aspergillus_saccharolyticus,Eurotiales
Sporothrix_schenckii,Ophiostomatales
Amauroascus_mutatus,Onygenales
Aureobasidium_pullulans,Dothideales
Epichloe_sp._AL9924,Hypocreales
Pseudogymnoascus_verrucosus,no_rank
Coccidioides_posadasii,Onygenales
Capronia_coronata,Chaetothyriales
Myriosclerotinia_curreyana,Helotiales
Pseudocercospora_fijiensis,Capnodiales
Fusarium_sp._JS1030,Hypocreales
Aspergillus_aculeatus,Eurotiales
Metarhizium_rileyi,Hypocreales
Paecilomyces_hepiali,Hypocreales
Penicillium_citrinum,Eurotiales
Lasiodiplodia_theobromae,Botryosphaeriales
Aspergillus_eucalypticola,Eurotiales
Aspergillus_kawachii,Eurotiales
Aspergillus_lacticoffeatus,Eurotiales
Talaromyces_amestolkiae,Eurotiales
Penicillium_camemberti_FM169,Eurotiales
Spicellum_roseum,Hypocreales
Pseudopyrenochaeta_lycopersici,Pleosporales
Clonostachys_rosea,Hypocreales
Penicillium_polonicum,Eurotiales
Cercospora_sojina,Capnodiales
Eurotium_cristatum,Eurotiales
Aspergillus_vadensis,Eurotiales
Sporothrix_brasiliensis,Ophiostomatales
Beverwykella_pulmonaria,Pleosporales
Malbranchea_cinnamomea,Onygenales
Nigrograna_mackinnonii,Pleosporales
Cercospora_beticola,Capnodiales
Pyrenophora_tritici-repentis,Pleosporales
Ophioceras_dolichostomum,Magnaporthales
Zasmidium_angulare,Capnodiales
Furcasterigmium_furcatum,Glomerellales
Escovopsis_weberi,Hypocreales
Pyrenochaeta_sp._DS3sAY3a,Pleosporales
Dothistroma_septosporum,Capnodiales
Mycosphaerelloides_madeirae,Capnodiales
Aspergillus_niger_CBS_139.54b,Eurotiales
Metarhizium_brunneum,Hypocreales
Phialophora_cf._hyalina_BP_5553,no_rank
Penicillium_vulpinum,Eurotiales
Fusarium_burgessii,Hypocreales
Aspergillus_foetidus,Eurotiales
Penicillium_coprophilum,Eurotiales
Curvularia_sp._IFB-Z10,Pleosporales
Diplodia_seriata,Botryosphaeriales
Penicillium_nordicum,Eurotiales
Paraphaeosphaeria_sporulosa,Pleosporales
Trichophyton_rubrum,Onygenales
Microcyclosporella_mali,Capnodiales
Thermomyces_lanuginosus,Eurotiales
Cordyceps_brongniartii,Hypocreales
Hymenoscyphus_fructigenus,Helotiales
